human,RT,error,kaku,,,,
8,1743.599999,1,180,f,f,re_right_chair180,https://manayamashita.github.io/experiment-1/M1_1_image/re_right_chair180.png
8,752.9,1,0,f,f,re_left_chair0,https://manayamashita.github.io/experiment-1/M1_1_image/re_left_chair0.png
8,965.9,1,45,j,j,right_chair45,https://manayamashita.github.io/experiment-1/M1_1_image/right_chair45.png
8,685.2,1,135,f,f,re_left_chair135,https://manayamashita.github.io/experiment-1/M1_1_image/re_left_chair135.png
8,2328.2,1,270,f,f,re_left_chair270,https://manayamashita.github.io/experiment-1/M1_1_image/re_left_chair270.png
8,652.9,1,0,j,j,right_chair0,https://manayamashita.github.io/experiment-1/M1_1_image/right_chair0.png
8,1456.6,1,45,f,f,re_right_chair45,https://manayamashita.github.io/experiment-1/M1_1_image/re_right_chair45.png
8,873.299999,1,315,f,f,re_right_chair315,https://manayamashita.github.io/experiment-1/M1_1_image/re_right_chair315.png
,,,,,,,
9,1244.9,1,180,j,j,left_chair180,https://manayamashita.github.io/experiment-1/M1_1_image/left_chair180.png
9,908.9,1,315,f,f,re_right_chair315,https://manayamashita.github.io/experiment-1/M1_1_image/re_right_chair315.png
9,941.5,1,90,f,f,re_right_chair90,https://manayamashita.github.io/experiment-1/M1_1_image/re_right_chair90.png
9,987.3,1,270,f,f,re_left_chair270,https://manayamashita.github.io/experiment-1/M1_1_image/re_left_chair270.png
9,892.4,1,180,f,f,re_left_chair180,https://manayamashita.github.io/experiment-1/M1_1_image/re_left_chair180.png
9,619.5,1,315,j,j,left_chair315,https://manayamashita.github.io/experiment-1/M1_1_image/left_chair315.png
9,749.1,1,315,f,f,re_left_chair315,https://manayamashita.github.io/experiment-1/M1_1_image/re_left_chair315.png
9,763.3,1,45,f,f,re_left_chair45,https://manayamashita.github.io/experiment-1/M1_1_image/re_left_chair45.png
9,803.9,1,90,f,f,re_left_chair90,https://manayamashita.github.io/experiment-1/M1_1_image/re_left_chair90.png
9,854.1,1,135,f,f,re_left_chair135,https://manayamashita.github.io/experiment-1/M1_1_image/re_left_chair135.png
9,689.2,1,270,j,j,left_chair270,https://manayamashita.github.io/experiment-1/M1_1_image/left_chair270.png
9,784.6,1,135,j,j,left_chair135,https://manayamashita.github.io/experiment-1/M1_1_image/left_chair135.png
9,606.2,1,315,j,j,right_chair315,https://manayamashita.github.io/experiment-1/M1_1_image/right_chair315.png
9,909.4,1,135,j,j,right_chair135,https://manayamashita.github.io/experiment-1/M1_1_image/right_chair135.png
9,706.7,1,180,f,f,re_right_chair180,https://manayamashita.github.io/experiment-1/M1_1_image/re_right_chair180.png
9,597.9,1,90,j,j,left_chair90,https://manayamashita.github.io/experiment-1/M1_1_image/left_chair90.png
9,796.7,1,225,f,f,re_left_chair225,https://manayamashita.github.io/experiment-1/M1_1_image/re_left_chair225.png
9,798.5,1,270,f,f,re_right_chair270,https://manayamashita.github.io/experiment-1/M1_1_image/re_right_chair270.png
9,839.3,1,180,j,j,right_chair180,https://manayamashita.github.io/experiment-1/M1_1_image/right_chair180.png
9,715.6,1,0,f,f,re_right_chair0,https://manayamashita.github.io/experiment-1/M1_1_image/re_right_chair0.png
9,838.2,1,135,f,f,re_right_chair135,https://manayamashita.github.io/experiment-1/M1_1_image/re_right_chair135.png
9,721.7,1,0,f,f,re_left_chair0,https://manayamashita.github.io/experiment-1/M1_1_image/re_left_chair0.png
9,557.8,1,0,j,j,left_chair0,https://manayamashita.github.io/experiment-1/M1_1_image/left_chair0.png
9,624.2,1,45,j,j,right_chair45,https://manayamashita.github.io/experiment-1/M1_1_image/right_chair45.png
9,885.8,1,225,j,j,right_chair225,https://manayamashita.github.io/experiment-1/M1_1_image/right_chair225.png
9,784.8,1,225,j,j,left_chair225,https://manayamashita.github.io/experiment-1/M1_1_image/left_chair225.png
9,662.4,1,0,j,j,right_chair0,https://manayamashita.github.io/experiment-1/M1_1_image/right_chair0.png
9,622.1,1,90,j,j,right_chair90,https://manayamashita.github.io/experiment-1/M1_1_image/right_chair90.png
9,755.8,1,45,f,f,re_right_chair45,https://manayamashita.github.io/experiment-1/M1_1_image/re_right_chair45.png
9,559.9,1,270,j,j,right_chair270,https://manayamashita.github.io/experiment-1/M1_1_image/right_chair270.png
9,606.2,1,45,j,j,left_chair45,https://manayamashita.github.io/experiment-1/M1_1_image/left_chair45.png
9,932.2,1,225,f,f,re_right_chair225,https://manayamashita.github.io/experiment-1/M1_1_image/re_right_chair225.png
9,557.4,1,270,j,j,left_chair270,https://manayamashita.github.io/experiment-1/M1_1_image/left_chair270.png
9,980.3,1,135,f,f,re_left_chair135,https://manayamashita.github.io/experiment-1/M1_1_image/re_left_chair135.png
9,1315.1,1,225,f,f,re_left_chair225,https://manayamashita.github.io/experiment-1/M1_1_image/re_left_chair225.png
9,763.4,1,270,f,f,re_right_chair270,https://manayamashita.github.io/experiment-1/M1_1_image/re_right_chair270.png
9,890.3,1,225,j,j,left_chair225,https://manayamashita.github.io/experiment-1/M1_1_image/left_chair225.png
9,1088,1,90,j,j,right_chair90,https://manayamashita.github.io/experiment-1/M1_1_image/right_chair90.png
9,635.1,1,45,f,f,re_right_chair45,https://manayamashita.github.io/experiment-1/M1_1_image/re_right_chair45.png
9,628.6,1,0,j,j,left_chair0,https://manayamashita.github.io/experiment-1/M1_1_image/left_chair0.png
9,668.3,1,315,f,f,re_right_chair315,https://manayamashita.github.io/experiment-1/M1_1_image/re_right_chair315.png
9,687.5,1,0,f,f,re_left_chair0,https://manayamashita.github.io/experiment-1/M1_1_image/re_left_chair0.png
9,1019.4,1,180,j,j,left_chair180,https://manayamashita.github.io/experiment-1/M1_1_image/left_chair180.png
9,1203.7,1,315,f,f,re_left_chair315,https://manayamashita.github.io/experiment-1/M1_1_image/re_left_chair315.png
9,1286.6,1,225,j,j,right_chair225,https://manayamashita.github.io/experiment-1/M1_1_image/right_chair225.png
9,729,1,270,j,j,right_chair270,https://manayamashita.github.io/experiment-1/M1_1_image/right_chair270.png
9,1528,1,180,f,f,re_left_chair180,https://manayamashita.github.io/experiment-1/M1_1_image/re_left_chair180.png
9,1016.1,1,135,j,j,left_chair135,https://manayamashita.github.io/experiment-1/M1_1_image/left_chair135.png
9,917.7,1,90,f,f,re_right_chair90,https://manayamashita.github.io/experiment-1/M1_1_image/re_right_chair90.png
9,855.3,1,90,f,f,re_left_chair90,https://manayamashita.github.io/experiment-1/M1_1_image/re_left_chair90.png
9,563.5,1,45,j,j,left_chair45,https://manayamashita.github.io/experiment-1/M1_1_image/left_chair45.png
9,631,1,0,f,f,re_right_chair0,https://manayamashita.github.io/experiment-1/M1_1_image/re_right_chair0.png
9,633.8,1,315,j,j,right_chair315,https://manayamashita.github.io/experiment-1/M1_1_image/right_chair315.png
9,777.6,1,225,f,f,re_right_chair225,https://manayamashita.github.io/experiment-1/M1_1_image/re_right_chair225.png
9,576.1,1,45,j,j,right_chair45,https://manayamashita.github.io/experiment-1/M1_1_image/right_chair45.png
9,742,1,315,j,j,left_chair315,https://manayamashita.github.io/experiment-1/M1_1_image/left_chair315.png
9,960.9,1,135,f,f,re_right_chair135,https://manayamashita.github.io/experiment-1/M1_1_image/re_right_chair135.png
9,686.6,1,135,j,j,right_chair135,https://manayamashita.github.io/experiment-1/M1_1_image/right_chair135.png
9,640.3,1,45,f,f,re_left_chair45,https://manayamashita.github.io/experiment-1/M1_1_image/re_left_chair45.png
9,887.9,1,270,f,f,re_left_chair270,https://manayamashita.github.io/experiment-1/M1_1_image/re_left_chair270.png
9,973.9,1,180,j,j,right_chair180,https://manayamashita.github.io/experiment-1/M1_1_image/right_chair180.png
9,602.1,1,90,j,j,left_chair90,https://manayamashita.github.io/experiment-1/M1_1_image/left_chair90.png
9,851.1,1,180,f,f,re_right_chair180,https://manayamashita.github.io/experiment-1/M1_1_image/re_right_chair180.png
9,570.2,1,0,j,j,right_chair0,https://manayamashita.github.io/experiment-1/M1_1_image/right_chair0.png
,,,,,,,
10,858.4,1,315,f,f,re_right_chair315,https://manayamashita.github.io/experiment-1/M1_1_image/re_right_chair315.png
10,576.2,1,270,j,j,right_chair270,https://manayamashita.github.io/experiment-1/M1_1_image/right_chair270.png
10,549.2,1,45,j,j,right_chair45,https://manayamashita.github.io/experiment-1/M1_1_image/right_chair45.png
10,588.4,1,90,j,j,left_chair90,https://manayamashita.github.io/experiment-1/M1_1_image/left_chair90.png
10,746.6,1,180,f,f,re_left_chair180,https://manayamashita.github.io/experiment-1/M1_1_image/re_left_chair180.png
10,577.2,1,90,j,j,right_chair90,https://manayamashita.github.io/experiment-1/M1_1_image/right_chair90.png
10,736.8,1,135,f,f,re_left_chair135,https://manayamashita.github.io/experiment-1/M1_1_image/re_left_chair135.png
10,611.4,1,315,f,f,re_left_chair315,https://manayamashita.github.io/experiment-1/M1_1_image/re_left_chair315.png
10,810,1,225,j,j,right_chair225,https://manayamashita.github.io/experiment-1/M1_1_image/right_chair225.png
10,563.7,1,0,f,f,re_left_chair0,https://manayamashita.github.io/experiment-1/M1_1_image/re_left_chair0.png
10,866.3,0,180,f,j,right_chair180,https://manayamashita.github.io/experiment-1/M1_1_image/right_chair180.png
10,1051.5,1,270,f,f,re_right_chair270,https://manayamashita.github.io/experiment-1/M1_1_image/re_right_chair270.png
10,1017.3,1,0,f,f,re_right_chair0,https://manayamashita.github.io/experiment-1/M1_1_image/re_right_chair0.png
10,719.3,1,270,f,f,re_left_chair270,https://manayamashita.github.io/experiment-1/M1_1_image/re_left_chair270.png
10,514.3,1,315,j,j,right_chair315,https://manayamashita.github.io/experiment-1/M1_1_image/right_chair315.png
10,941.1,1,225,f,f,re_right_chair225,https://manayamashita.github.io/experiment-1/M1_1_image/re_right_chair225.png
10,680.7,1,135,j,j,left_chair135,https://manayamashita.github.io/experiment-1/M1_1_image/left_chair135.png
10,658.8,1,270,j,j,left_chair270,https://manayamashita.github.io/experiment-1/M1_1_image/left_chair270.png
10,491.2,1,0,j,j,right_chair0,https://manayamashita.github.io/experiment-1/M1_1_image/right_chair0.png
10,623.1,1,45,f,f,re_left_chair45,https://manayamashita.github.io/experiment-1/M1_1_image/re_left_chair45.png
10,919.7,1,180,f,f,re_right_chair180,https://manayamashita.github.io/experiment-1/M1_1_image/re_right_chair180.png
10,672.5,1,90,f,f,re_right_chair90,https://manayamashita.github.io/experiment-1/M1_1_image/re_right_chair90.png
10,678.4,1,315,j,j,left_chair315,https://manayamashita.github.io/experiment-1/M1_1_image/left_chair315.png
10,10623.7,1,45,j,j,left_chair45,https://manayamashita.github.io/experiment-1/M1_1_image/left_chair45.png
10,1292.1,1,135,f,f,re_right_chair135,https://manayamashita.github.io/experiment-1/M1_1_image/re_right_chair135.png
10,1019,1,90,f,f,re_left_chair90,https://manayamashita.github.io/experiment-1/M1_1_image/re_left_chair90.png
10,826.3,1,225,j,j,left_chair225,https://manayamashita.github.io/experiment-1/M1_1_image/left_chair225.png
10,2152.8,1,180,j,j,left_chair180,https://manayamashita.github.io/experiment-1/M1_1_image/left_chair180.png
10,937.7,1,135,j,j,right_chair135,https://manayamashita.github.io/experiment-1/M1_1_image/right_chair135.png
10,831.6,1,0,j,j,left_chair0,https://manayamashita.github.io/experiment-1/M1_1_image/left_chair0.png
10,979.2,1,225,f,f,re_left_chair225,https://manayamashita.github.io/experiment-1/M1_1_image/re_left_chair225.png
10,821.4,1,45,f,f,re_right_chair45,https://manayamashita.github.io/experiment-1/M1_1_image/re_right_chair45.png
10,648.4,1,90,j,j,left_chair90,https://manayamashita.github.io/experiment-1/M1_1_image/left_chair90.png
10,943,1,90,f,f,re_left_chair90,https://manayamashita.github.io/experiment-1/M1_1_image/re_left_chair90.png
10,546.1,1,90,j,j,right_chair90,https://manayamashita.github.io/experiment-1/M1_1_image/right_chair90.png
10,976.1,1,135,f,f,re_right_chair135,https://manayamashita.github.io/experiment-1/M1_1_image/re_right_chair135.png
10,559.1,1,270,j,j,right_chair270,https://manayamashita.github.io/experiment-1/M1_1_image/right_chair270.png
10,858.6,1,225,f,f,re_left_chair225,https://manayamashita.github.io/experiment-1/M1_1_image/re_left_chair225.png
10,789.7,1,45,f,f,re_left_chair45,https://manayamashita.github.io/experiment-1/M1_1_image/re_left_chair45.png
10,614.3,1,315,f,f,re_right_chair315,https://manayamashita.github.io/experiment-1/M1_1_image/re_right_chair315.png
10,608.7,1,0,f,f,re_right_chair0,https://manayamashita.github.io/experiment-1/M1_1_image/re_right_chair0.png
10,1264.4,1,180,f,f,re_right_chair180,https://manayamashita.github.io/experiment-1/M1_1_image/re_right_chair180.png
10,858.2,1,225,j,j,right_chair225,https://manayamashita.github.io/experiment-1/M1_1_image/right_chair225.png
10,790.9,1,225,f,f,re_right_chair225,https://manayamashita.github.io/experiment-1/M1_1_image/re_right_chair225.png
10,1442.4,1,180,j,j,left_chair180,https://manayamashita.github.io/experiment-1/M1_1_image/left_chair180.png
10,752.1,1,0,f,f,re_left_chair0,https://manayamashita.github.io/experiment-1/M1_1_image/re_left_chair0.png
10,966.6,1,135,j,j,left_chair135,https://manayamashita.github.io/experiment-1/M1_1_image/left_chair135.png
10,631.6,1,0,j,j,right_chair0,https://manayamashita.github.io/experiment-1/M1_1_image/right_chair0.png
10,630.1,1,0,j,j,left_chair0,https://manayamashita.github.io/experiment-1/M1_1_image/left_chair0.png
10,570.8,1,315,j,j,right_chair315,https://manayamashita.github.io/experiment-1/M1_1_image/right_chair315.png
10,559.9,1,270,j,j,left_chair270,https://manayamashita.github.io/experiment-1/M1_1_image/left_chair270.png
10,582.8,1,45,j,j,left_chair45,https://manayamashita.github.io/experiment-1/M1_1_image/left_chair45.png
10,1429.7,1,180,f,f,re_left_chair180,https://manayamashita.github.io/experiment-1/M1_1_image/re_left_chair180.png
10,611.8,1,45,j,j,right_chair45,https://manayamashita.github.io/experiment-1/M1_1_image/right_chair45.png
10,578.5,1,315,j,j,left_chair315,https://manayamashita.github.io/experiment-1/M1_1_image/left_chair315.png
10,669.3,1,90,f,f,re_right_chair90,https://manayamashita.github.io/experiment-1/M1_1_image/re_right_chair90.png
10,660.3,1,135,j,j,right_chair135,https://manayamashita.github.io/experiment-1/M1_1_image/right_chair135.png
10,749.9,1,180,j,j,right_chair180,https://manayamashita.github.io/experiment-1/M1_1_image/right_chair180.png
10,489.5,1,315,f,f,re_left_chair315,https://manayamashita.github.io/experiment-1/M1_1_image/re_left_chair315.png
10,666.6,1,270,f,f,re_left_chair270,https://manayamashita.github.io/experiment-1/M1_1_image/re_left_chair270.png
10,741.6,1,225,j,j,left_chair225,https://manayamashita.github.io/experiment-1/M1_1_image/left_chair225.png
10,794.1,1,270,f,f,re_right_chair270,https://manayamashita.github.io/experiment-1/M1_1_image/re_right_chair270.png
10,2566.3,1,45,f,f,re_right_chair45,https://manayamashita.github.io/experiment-1/M1_1_image/re_right_chair45.png
10,982.8,1,135,f,f,re_left_chair135,https://manayamashita.github.io/experiment-1/M1_1_image/re_left_chair135.png
